Category,Resume
Python Developer,technical skill languages python python framework django drf databases mysql oracle sqlite mongodb web technology css html restful web service rest methodology agile scrum version control github project managent tool jira operate system window unix education detail drbntgbqlmkkbamu aurangabad python developer python developer arsys inovics pvt ltd skill detail css exprience 31 month django exprience 31 month html exprience 31 month mysql exprience 31 month python exprience 31 month web service exprience le 1 year month logger exprience less 1 year month mongodb exprience le 1 year month json exprience less 1 year month unix exprience less 1 year month rest exprience le 1 year month sqlit3 exprience le 1 year monthscompany detail company arsys inovics pvt ltd description project f ma frequency monitor analysis system f ma f ma project manage network inventory network communication fault management network traffic analysisckekjofvwq telecommunication service provider use support range telecommunication servicesqunsobcudt operation support system os collectively provide support various element use public switch telephone network example process order may require information service customer already network use currently available resourcesrynoolxhuv responsibility participate entire lifecycle project include design development deployment test implementation supportsajhwmuxoo develop view template python django view controller templating language create user friendly website interfaceiqmadshiyn implement navigation rule application page outcome write controller use annotationsiszogerzlf create project use django django rest api mysql pymysql python html5 css3brbegnceae create crud method get post put delete make request api server test restful api use postman create unit test case unit test work json base rest web service write python routine log websites fetch data select option use python module request urllib web crawling add navigation pagination filter column add remove desired column view create git repository add project github utilized agile process jira issue management track sprint cycle work agile development environment environment python django mysql html cs sqlalchemy json agile web service rest urllib company arsys description 1 work back end well front end developer 2 work rest restfull api 3 design develop project agile scrum 4 git hub code deployment 5 work mvt
Python Developer,operate system windows others m excel m office m power point key project handle project title fruit sort disease detection client kranti dynamic team size 5 education detail january 2014 bbntgbqlmkkeckekjofvwq electronics mumbai maharashtra university mumbai python developer analyst python developer data analyst skill detail python script program develop exprience 12 month frontend html exprience 12 month python liabrary numpy panda matplolib request beautiful soap exprience 12 month mysql exprience 12 month django exprience 12 month web scrap exprience le 1 year monthscompany detail company ace power 5 description accountability understand functional requirement application give clientqunsobcudt participate walkthroughs business requirement functional requirement technical design ensure testabilityrynoolxhuv responsible software configuration management project deliverablessajhwmuxoo technical skill set language c c java python python liabray mysql django html script python gui development tk java company kranti dyanamics description program script developer web scrap
Python Developer,technical skill responsibility hand experience production maintenance projectsbntgbqlmkk experience handle project agile methodologyckekjofvwq experience handle project sdlc involve stage software development life cyclequnsobcudt responsible gather requirement customer interaction provide estimate solution document per process f t cod utp utr ptf sow submission customerrynoolxhuv strong knowledge debug test base python 400sajhwmuxoo work change controller responsible promoting change development uat live environment pivotal cloud foundryiqmadshiyn good communication skill inter personal skill hardworking result orient individual teamiszogerzlf certification training complete internal python trainingbrbegnceae complete internal python web crawl training complete internal python web scrap training complete internal python data science training complete internal mongodb training complete internal mysql training complete internal postgresql training complete internal django training complete internal angular 6 html cs training completed german a1 level prepare a2 goethe institute complete internal core java training complete ibm series 400 training course maple institute pune complete internal movex erp training techn as400 rpg rpgle complete internal m3 erp training techn java complete internal stream serve training complete m3 enterprise collaborator mec train education detail sc computer science pune maharashtra pune university b sc computer science pune maharashtra pune university h c pune maharashtra pune university python restful api developer python developer kpit technology skill detail flask exprience less 1 year month python exprience le 1 year month restful exprience less 1 year month rest exprience le 1 year month numpy exprience le 1 year month 400 exprience 90 monthscompany detail company kpit technology description since 6th july 2011 till date currently work python api developer 2 year experience python mongodb mysql development support project work m3 java developer stream serve developer movex m3 erp 1 year work senior as400 stream serve developer movex m3 erp 4 year technical expertise python development python mongodb python mysql python cache memoization python git python pws pivotal web service cloud foundry german a1 level m3 movex erp development m3 java movex m3 erp as400 development movex m3 erp stream server development movex m3 erp movex m3 standard rpg 400 cl 400 ile rpg ile cl db2 400 query400 sql 400 subfiles printer file pf lf movex m3 flow program database structure mi program
Python Developer,training attend 1bntgbqlmkk successfully complete esd program conduct zensar technology pune 2017ckekjofvwq 2qunsobcudt successfully complete employability training conduct barclays global talent track nasscom foundation 2015rynoolxhuv achievement 1sajhwmuxoo treasurer ieee student branch jscoe pune 2017 18iqmadshiyn 2iszogerzlf worked team leader college various technical cultural event 2016 2017brbegnceae 3 project idea get select final prototyping round kpit sparkle 2018 pune 4 participate avishkar 2017 conduct savitribai phule pune university 5 project idea submit accenture innovation 2018 pune 6 bring sponsorship r 15 000 platinum auto formerly royal enfield 2017 pune 7 secure 1 st rank college level competition poster presentation smart ambulance 2017 pune 8 organize ieee workshop excellence english public speaking 2017 pune workshop attend 1 successfully complete 4 day workshop medical iot conduct ieee standard association vip 2017 pune 2 successfully complete 2 day workshop introduction arduino scoe 2016 pune 3 successfully complete 3 day workshop robotics junior conduct computer society india skncoe 2016 pune 4 participate various inter college technical competition scoe pict aissms pune education detail june 2018 bachelor engineering computer pune maharashtra savitribai phule pune university june 2014 hsc maharashtra state board june 2012 ssc maharashtra state board python developer python developer atos syntel skill detail python exprience 15 month database exprience 7 month mysql exprience 7 month django exprience 6 month html5 exprience 6 month rest api exprience 6 monthscompany detail company atos syntel description work developer field computer vision u base client bank domain 1 design development computer vision base algorithm image preprocessing use opencv pil numpy 2 unit test debug code maintain version use git
DevOps Engineer,skill visa b1 visa usa onsite visit sweden u seattle education detail january 2013 polmibsbidboelyjagfpeirbhtaeiygmsmgxzjolgn
DevOps Engineer,software proficiency languages basic c sql pl sql java javaee javascript html cs jquery mysql spring hibernatebntgbqlmkk software tool xillinx modelsim matlab multisimckekjofvwq operate system windows xp vista 07 08 ubuntuqunsobcudt project profile brynoolxhuvesajhwmuxoo project fpga implementation team size 4iqmadshiyn role programmeriszogerzlf aes algorithm aes advance encryption standard use cryptography protect databrbegnceae encrypt secret key e project sort robot team size 3 role mechanism designer tcs 230 sensor sort rgb color ball accord color diploma project rfid base student team size 4 role interface attendance system use gsm student show rfid card message send via gsm parent ward present education detail may 2016 b e savitribai phule pune maharashtra pune university march 2010 c maharashtra board devops engineer skill detail c exprience 6 month c exprience 6 month sql exprience 6 month pl sql exprience 6 month core java exprience 6 month javascript exprience less 1 year month html exprience le 1 year month css exprience le 1 year month jquery exprience less 1 year month javaee exprience le 1 year month mysql exprience le 1 year month python exprience 6 monthscompany detail company parkar consult lab description work devops team parkar consult lab hand aws well python
DevOps Engineer,core competency ant maven git bitbucket jenkins linux ansible shell script requirement gather continuous integration continuous deployment software development life cycle software test life cycle documentation report test report skill primary skill dev ops methodology program language c core java version control git bitbucket build tool ant maven ci cd tool jenkins configuration management ansible script shell script application server apache tomcat servereducation detail june 2015 june 2017 master science information technology hyderabad telangana jntu devops engineer devops engineer nendrasys technology pvt ltd skill detail deployment exprience 27 month git exprience 27 month documentation exprience 26 month change management exprience 10 month configuration management exprience 10 monthscompany detail company nendrasys technology pvt ltd description date project description scope project design develop e commerce product feature sloan projectbntgbqlmkk basically b2b project customer buy fixer sink relate productckekjofvwq focus company stakeholder application allow online sale distribution marketing productqunsobcudt responsibility detail technical knowledge hand experience devops automation build engineering configura tion managementrynoolxhuv create fully automate ci build deployment infrastructure process multiple projectssajhwmuxoo develop script build deployment maintenance relate task use jenkinsiqmadshiyn instal configure maintain continuous integration automation configuration management toolsiszogerzlf develop ant maven shell script automatically compile package deploy war ear jar file mul tiple application various platformsbrbegnceae create repository branch manage permission user maintain git bitbucket deploy maintain code application respectively configure component increase usability work closely architecture development test security service team support business analyst get used newly create job release activity communicate daily site team analyze requirement identify gap track log issue project 2 nendrasys technology pvt ltd project name bangkok bank limited bbl thaitrade commercial e commerce payment portal company nendrasys technology pvt ltd description role devops engineer devops engineer team involve different development team multiple simultaneous software lease participate weekly release meeting different team identify mitigate potential risk associate release responsible create repository branch manage permission user maintain git create fully automate ci build deployment infrastructure process multiple project analyze resolve conflict relate merge source code git responsible create ant maven script build automation implement setup master slave architecture improve performance jenkins handle end end deployment code propagation across different environment dev prod handle task develop maintain change task closely work developer qa performance uat tester team create maintained documentation build release process application configuration coordinate developer business analyst manger make sure code deploy production environment project 1 nendrasys technology pvt ltd project name sloan global holding sloan e commerce company nendrasys technology pvt ltd description project description bbl development e commerce payment portal system bbl require system support multiple merchant b2b b2c e commerce portal various payment option via online offline achieve bbl make agreement thai trade thai trade one lead e commerce website recognize thai government present thai trade good base user seller several category scope project design develop e commerce product feature bblwtp project focus company stakeholder application allow online sale distribution marketing electronics responsibility plan track activity involve build deployment resolve build issue develop script build deployment maintenance relate task use jenkins collaboration development qa product management build plan schedule send daily weekly report team involve create repository branch merge activity backup restore activity subversion server maintenance maven shell script safe build deploys
DevOps Engineer,technical skill key skill ms technology bntgbqlmkknet sharepoint m sql oracle pl sql project management execution cloud compute use window azure amazon aws ec2 cloud xml xaml xslt html5 dhtml css3 javascript jquery json angularjs web api odata service vbscript node j handle dynamic qa activity project delivery framework ui design mobile development java jsp swing j2ee service orient architecture soa web service wcf service web api requirement gather design pattern like mvc mvp abstract factory ooad uml implementation ckekjofvwqnet sap connector interact sap aspqunsobcudtnet client management sap web channel sap enterprise portal environment android io team foundation server 2010 12 tfs github ibm rational key account management devops team forge sharepoint portal administration development collabnet jirarynoolxhuv iot implementation web data analytics work road map machine learn aisajhwmuxoo expertise bi tool like crystal report escalation management ssrs tableau micro strategy qlikviewiqmadshiyn network infrastructure monitor tool centreon cisco meraki biztalk bamiszogerzlf team build leadership liaison coordination soft skill report documentation leader technical architect time management thinker collaborator planner information security management communicator quality assurance career timeline recent 5 company reliance ada annet technology aditya birla group software project group project consultant lead technical manager architect 2006 2007 2008 2009 2009 2012 2012 2013 2013 till date northbound eclerx software llc service programmer technical project analyst managereducation detail january 1998 bachelor art economics dibrugarh assam dibrugarh university mba information technology sikkim manipal university software engineering computer science pune maharashtra niit project manager project manager aditya birla group skill detail microsoft sharepoint exprience 147 month sharepoint exprience 147 month sql exprience 92 month asp exprience 79 month aspbrbegnceaenet exprience 76 monthscompany detail company aditya birla group description report vice president company opex monitor multiple db server web server cloud base description period apr 2013 till date work project management process ongoing project coordinate different project team internal development team vendor side team qa activity information security audit budget capex opex monitoring multiple db server web server cloud base server resource utilization networking infrastructure use different hardware network surveillance tool track different team project activity involve generate final monthly report different kpi organization higher authority manage sharepoint portal admin activity project functional technical business document involve technology road map group upgrade new technology like iot virtual reality wearable technology machine learn ai 3d printing eclerx software service mumbai company eclerx software service description company dell site search natural search db description environment asp net 4 0 c wcf ssrs sql server 2008 r2 annet technology mumbai company nextgen enterprise description aria 2 manage portal integration apple iphone ipad different android device domain real state period mar 2011 oct 2012 environment asp net 4 0 c wcf wwf jquery json javascript html 5 css3 window azure cloud sharepoint company annet technology description key result area administer project progress per schedule deadline various task take necessary step ensure completion within time effort parameter work towards map requirement provide best solution evaluate define scope project finalize project requirement interfacing client business gather conduct system analysis finalize technical specification verify project documentation technical functional use sharepoint document library environment perform sharepoint administrative activity significant accomplishment roll project performance metric report implemented profitability improvement plan enhance operational efficiency receive following award excellent design time delivery award design delivery excellence award previous experience company genentech biogen astellas pharma polaris description client genentech biogen astellas pharma polaris new york usa environment asp net 3 5 c n hibernet wcf wwf javascript jquery biztalk server 2009 sql server 2008 r2 northbound llc sunnyvale california company io description sql server 2008r2 android io company logistic transport system ohio description usa environment asp net c 3 5 javascript nunit test telerik control sql server 2005 sql moss 2007 ssis ssrs biztalk2006 crystal report n hibernet dreamweaver company northbound llc description company biz automation crm description california usa environment asp net 3 5 c sql server 2005 android io development platform xml xslt javascript jquery json sharepoint design wcf wwf sharepoint 2007 performance point ssrs company wachovia north carolina usa description environment asp net c wcf sql server 2005 web part javascript ajax reliance ada group mumbai title 1 complain management system 2 company information system company domain manufacturing human resource description environment asp net c oracle 8i pl sql crystal report sap connector vpn company reliance ada group description company pf trust system description environment vb net xml oracle 9i pl sql toad crystal report 11 sure solution prasanna group company pune company prasanna group description company online bus book portal description environment asp net c sql server 2005 web service web part m office sharepoint design ajax java cript info dynamic software system pvt ltd pune title info banking e banking domain banking period jan 2005 aug 2005 environment vb6 oracle 8i pl sql crystal report java jsp servlet swing pan software system pvt ltd pune title e commerce site online sale purchase company info dynamic software system pvt ltd description company zd doll inc description newcastle uk company pan software system pvt ltd description company online procurement material description company ship company description tokyo base japan environment java jsp servlet cs javascript sql server 2000 sql title studio automation system domain multimedia period jan 2004 may 2004 environment vb 6 vc m sql server m data report macromedia flash fire work solid state technologist pvt ltd pune company national dairy development board description environment c vb6 sql2000 lotus note crystal report 8 ms active report 2 0 company solid state technologist pvt ltd description company shell bharat petroleum description title computerized fuel density measurement automation system domain manufacture automation period dec 2002 mar 2003 client shell bharat petroleum environment c vc matlab vb6 sql server 2000 crystal report title cmcs domain finance accounting period june 2002 nov 2002 environment vb6 sql server 2000 crystal report title food test system company solid state technologist pvt ltd description environment vb net sql server 2000 crystal report title customer care system company himalaya industry description environment asp net c sql server 2000 crystal report company mapco india ltd berco description environment vb6 oracle active data report
DevOps Engineer,total experience 15 yearsbntgbqlmkk core expertise data base design php python mysql javascript html 5 ajax jquery xml agile methodology devops methodology scrum framework jira tool git bitbucket anjular j 1 angular j 2 core java j2eeckekjofvwq education detail april 2004 mcm computer management pune maharashtra pune university april 1998 bqunsobcudtsc math kerala university project manager project manager skill detail data base design php python mysql javascript html ajax xml agile methodology devops methodology scrum framework jira tool git bitbucket jquery angularjs amazon mws bootstrap noderynoolxhuvjs laravel scrum exprience 120 monthscompany detail company knoxed infotech pvtsajhwmuxoo ltdiqmadshiyn description client interaction maintain work process creates project plan agile model methodology maintains project objectives work multi profile team technical non technical stakeholder monitor production quality customer stakeholder sponsor standard conduct office management task ensure day day operation business run smoothly introduce key performance indicator kpi ensure measurement track review regular basis prepare revise submit weekly monthly report budget documentation necessary document current policy procedures department well implement new procedure improvement maintain smooth run office filling need implement quality management regulatory compliance strategy deal hr relate task administer payroll perform training session regular meeting top management project undertaken internal erp system knoxed ltd uk php mysql ajax xml amazon aws raspberry pi server pythoniszogerzlf company venturus international description client interaction create project plan agile model methodology manage team workload workflow allocate track resource require set monitor deadline qc maintain task job task management system conduct research development create new system databases website necessary project undertaken internal erp system knoxed ltd uk php mysql ajax xml amazon aws company smashingday description client interaction create project plan agile model methodology manage team workload workflow allocate track resource require set monitor deadline project documentation conduct maintain appraisal progress employee adhere deadline necessary maintain work log conduct research development create new system databases website necessary project undertaken wwwbrbegnceaesmashingday com b www viralsocials com company xento system pvt ltd description client interaction create project plan agile model methodology manage team workload workflow allocate track resource require set monitor deadline qc maintain task job task management system conduct research development create new system databases website necessary project undertaken www familylink com b www propertysolutions com c www speedyceus com www ceus nursing com company stp global solution pvt ltd description client interaction create project plan agile model methodology manage team workload workflow allocate track resource require set monitor deadline conduct maintain appraisal progress employee qc maintain task job task management system conduct research development create new system databases website necessary project undertaken www stplafricaonline com b www stplafrica com c www 1stexpert com www jcca net org e www rimsys eu f www prayerlister org company promark infotech pvt ltd description development design create new system databases website necessary project undertaken www justbe com b www mtpian com c www sababa nl book www physicaltherapy hiu com company 7cees group description development design create new system databases website necessary project undertaken golwin reality b maza
DevOps Engineer,technical skill hp alm rtc jira as400 iseries sql test automation x framework hour hsbc framework uft lisa test data automation catdm test scheduling jenkins maven test document versioning confluence sharepointbntgbqlmkkeducation detail january 2002 bachelor engineering computer engineering mumbai maharashtra mumbai university january 1999 diploma computer technology mumbai maharashtra maharashtra state board technical education project manager global test manager project manager global test manager skill detail as400 exprience 25 month iseries exprience 25 month microsoft sharepoint exprience 6 month schedule exprience 6 month sharepoint exprience 6 monthscompany detail company career timeline description hsbc software india pvtckekjofvwq ltdqunsobcudtpune india project manager global test manager company disha technology description company total solution pvtrynoolxhuv ltd description key deliverable across tenure global test manager project management act global test manager steer team 25 resource across globe spearhead test team india china malaysia poland current role involve entire test delivery large program bank domain include leading team comprise individual client vendor functional regression integration share service security performance accessibility automation group define devise hsbc core banking transformation strategy solution execution levelsajhwmuxoo experience latest specialize test method cbil api conversion cloud digital ui infrastructure exploratory accessibility testingiqmadshiyn experience plan oat various non functional like performance volume test core bankingiszogerzlf coordinate regional business test team map test approach follow various team ensure end end release successful quality product deliver productionbrbegnceae steer global product test regional deployment test extend support uat live prove technical lead implement house test automation framework x framework solution as400 iseries system manage implementation test automation enable devops via tool cucumber selenium bdd uft tosca function test lead ci cd implementation execute automate script jenkins work test data management use ca tdm internal hsbc tool handle task pertain resource forecasting effort estimation resource board process ensure seamless communication vendor partner arrange resource onboarding base forecast review project progress daily basis implement corrective measure ensure project ontrack oversee people management task comprise monthly 1 1 lead review provide conflict resolution require
DevOps Engineer,skill visa b1 visa usa onsite visit sweden u seattle education detail january 2013 post graduate diploma information technology pune maharashtra symbiosis institute january 2007 bachelor engineering electronics telecommunication pune maharashtra pune university cloud operation architect devops cloud operation architect devops devops skill detail cloud compute exprience 48 month shell script exprience 96 month python exprience 6 month automation exprience 72 month solution architect exprience le 1 year month azure exprience le 1 year month aws exprience le 1 year monthscompany detail company devops description type devops engineerbntgbqlmkk platform aws cloud azure cloudckekjofvwq service aws ec2 rds cloudformation template lambda dynamo db cloud watch auto scale elastic bean stalk appdynamicsqunsobcudt manage tibco spotfire enterprise cloud product supportrynoolxhuv ops member india get chance recruit build entire team 15 memberssajhwmuxoo also work 4 different project product simultaneously add hired member productsiqmadshiyn responsibility project include 1iszogerzlf manage tibco spotfire enterprise cloud environmentbrbegnceae 2 help india qa team pre production environment test 3 coordinate production deployment hot fix 4 lead team handle 4 project 5 arrange workshop new aws service entire team shell script automation write shell script extract aws run instance shut write shell script extract free eip release write lambda function trigger important script company synechron technology limit description type administration automation monitor platform linux unix linux xen server software puppet redhat satellite server sql database shell script responsibility project include 1 manage linux medium server farm provide application support 2 patching linux physical xen box 3 create satellite channel satellite server 4 automation via shell script mysql db support 5 troubleshoot customize application company tsys limited description type development automation monitoring platform linux unix window software mysql database shell script responsibility provide access user rhds cv dot project server also include provide access user dev prod vdi server handle mysql database shell script automate task responsibility project include 1 requirement analysis understanding requirement project plan environment access require 2 implement mysql replication linux server 3 fine tune exist application 4 test debug script error company patni computer system limited description project cpi type development automation monitoring platform p8 filenet linux unix ibm aix software sound knowledge html shell script client genworth financial duration 2 yrs 2 month role senior system engineer cpi maintenance project caters maintenance enhancement different application part genworth image solution different application process scan insurance document send different provider store information oracle database image p8 filenet multiple application generate report send provider administration support provide support l1 engineer monitor p8 filenet application handle ticket raise user administration 10 linux proxy server mysql server implement mysql replication check log site visit user data download mysql oracle sql support prepare sql query client user handle oracle database test insert select update query server deploy production handle bug raise user implement mysql replication linux server take database backup mysql dump application support make sure customer application like eprocess trexo work fine make sure customized filenet instance work fine write script automate application shell script automation write shell script delete log older five day successfully deploy production server
Network Security Engineer,skill set experience implement troubleshoot network security solution planninsytwcwuhotunyribgnoqnqphemovipfixlechshe
Network Security Engineer,skill set cisco certify network associate ccna basic knowledge network ethernet medium ethernet communication type ethernet communication device etcbntgbqlmkk ipv4 subnetting supernetting basic configuration rout switch access list network address translation nat virtual lan vlans etc cisco certify network associate ccna security basic security goal needckekjofvwq different type attack like access attack reconnaissance strategy etcqunsobcudt basic configuration firewallsrynoolxhuv mitigation technique access control list private vlans vlan hop ip source guard dhcp snoop authentication authorization accounting aaa ip security ipsec etcsajhwmuxoo cisco certify network professional ccnp rout switch mpls rout configuration concept eigrp ospf bgpiqmadshiyn switch virtual lan vlans span tree protocol stp queue etciszogerzlf mpls multi protocol label switch basic idea work type mode mpls penultimate hopping mpls etcbrbegnceae cisco certify network professional security asa module knowledge control plane security management plane security data plane security knowledge network telemetary ntp netflow log nat fundamental asa firewall filter technology asa mode deployment asa failover security context reputation base firewall identity firewall zone base firewall project e project title temperature control cool fan academic year 2016 2017 sem 5 description project simply sense temperature level turn fan temperature set limit project develop aim control temperature device reduce damage device heat title automatic plant water system academic year 2016 2017 sem 6 description project simply sense moisture level turn water pump moisture education detail january 2018 b e technology mumbai maharashtra mumbai university h c mahatma gandhi high maharashtra state board c mahatma gandhi high maharashtra state board school junior college network security enginner network security engineer skill detail network exprience le 1 year month subnetting supernetting exprience le 1 year month access list exprience less 1 year month acls exprience 6 month network address translation nat exprience less 1 year month vlan exprience less 1 year month aaa exprience le 1 year month ipsec exprience le 1 year month access control list exprience 6 month dhcp snoop exprience le 1 year month private vlan exprience less 1 year month vlan hop exprience le 1 year month vpn exprience le 1 year month rout protocol rip eigrp ospf bgp exprience less 1 year month dm vpn exprience less 1 year month switch exprience le 1 year month control plane security exprience less 1 year month data plane security exprience less 1 year month management plane security exprience less 1 year month network telemetary exprience less 1 year month firewall exprience le 1 year month firewall filter technology exprience less 1 year month asa failovers exprience less 1 year month zone base firewall exprience less 1 year month reputation base firewall exprience less 1 year month security context exprience less 1 year month security exprience less 1 year monthscompany detail company stormfur technology llp description network security engineer stromfur technology llp august 2018 present troubleshoot firewall related incident customer solve technical problem relate instal security solution analyze security requirement network system review configuration maintain cisco asa firewalls router switch review modified access control list acls network switch rout equipment need maintain security standard participate core network team upgrade corporate network maintain network security technology service interact client analyze operational requirement install configured ipsec ssl vpn review configured vlan rout protocol rip ospf eigrp nat support client various network issue
Network Security Engineer,communication skill write skill english good certainly clear speakerbntgbqlmkk comfortable speak front audience easily facilitate meeting brainstorm session interpersonal skill friendly polite person positive attitude work well others deal difficult situation careful considerate mannerckekjofvwq learn skill high capacity learn pick new skill idea quickly generally thrive challengesqunsobcudt enthusiasm creativity give edge difficult projectsrynoolxhuv problem solve skill analytical skill help troubleshoot problem uncover root causessajhwmuxoo creative tenaciousiqmadshiyneducation detail july 2012 april 2015 bachelor science information technology mumbai maharashtra akbar peerbhoy college comm ecoiszogerzlf university mumbai june 2008 april 2010 jaunpur uttar pradesh janta inter college jaunpur may 2006 april 2008 jaunpur uttar pradesh inter college jaunpur network security engineer skill detail network security network administration firewall vpn configuration rout switchingbrbegnceae exprience 24 monthscompany detail company karvy innotech ltd description manage network mahindra mahindra financial service limit internal pan india level installation setup configuration troubleshoot tune diagnostics maintenance security relate equipment maintain network device router switch firewall wi fi device troubleshoot performance availability issue security device firewalls utm content filter solution handle daily call relate network network security manage administer vpn connectivity organization client implement policy change configure url filtering security policy utm appliance monitor alert receive monitoring system take appropriate action base defined process follow sla procedure already define security device management co ordinate isps like tata airtel reliance vodafone sify tikona hcl comnet wan relate issue configuration troubleshoot site site ipsec vpn ho remote branch maintain inventory monthly basis network device lan connectivity issue crimp rack mount report ciso mahindra finance network related query solution
Network Security Engineer,technical expertise cisco asa checkpoint firewall gaia splat palo alto firewalls firewall management tool cisco security management csm checkpoint smart center palo alto panorama f5 load balancer ltm network hand cisco router cisco switch security management event management rsaenvision 4bntgbqlmkk1 ticketing tool bmc remedy service technology software languages python vb scriptingeducation detail january 2006 january 2010 bachelor engineering information technology mumbai maharashtra mumbai university senior network security analyst senior network security analyst accenture skill detail firewalls exprience 97 month cisco exprience 89 month security exprience 72 month firewall exprience 45 month checkpoint exprience 44 monthscompany detail company accenture description install configure upgrade troubleshoot cisco asa firewall 5500 x include single multi context firewall f5 ltm configuration vip pool ssl offload certificate renewal code upgrade troubleshoot issue pulse secure juniper management include create role realm police remote access reverse proxy code upgrade pac file configuration prepare design document hld lld ip schema configuration network device per customer requirement data center environment incident management change management problem management itil process key project work resiliency project like firewall policy lockdownckekjofvwq software code upgrade firewall load balancersqunsobcudt end end co ordination firewall deployment tool cisco security manager 4rynoolxhuvx company zensar technology description install upgrade checkpoint firewall gaia r75 r77 policy deployment troubleshoot checkpoint firewall palo alto firewall cisco asa multiple sit belongs u canada emea regionsajhwmuxoo configure upgrade troubleshoot cisco router cisco 29xx 28xx 19xx cisco switch 2960 3560 cisco meraki ap meraki cloud f5 ltm configuration troubleshoot operational issue company infosys technology description responsibility install configure upgrade troubleshoot checkpoint firewall cisco router switch configure monitor troubleshoot issue within organization lan wan customer connectivity networksiqmadshiyn interface vendor service provider ensure hardware software problem deal efficiently effectively minimal downtime company hcl comnet description responsibility event moitoring administration rsa envision 4iszogerzlf1 siembrbegnceae proficient research traffic pattern identify false positive malicious traffic within id ip scanner qualis firewall experience write correlation rule parser develop uds unsupported device log analyze large volume security event maintain high quality analysis change configuration management exposure company wipro technology description administrator manage troubleshoot multi vendor network infrastructure consist cisco juniper platform cisco router 3845 cisco stack wise switch 3750e 2960 access switch cisco 4500 chassis cisco 5550 20 asa firewall juniper sa 6500 ssl vpn provision troubleshoot access issue relate rsa entrust 2fa user account take network security device configuration back weekly monthly basis
Network Security Engineer,skill set experience implement troubleshoot network security solution plan implementation knowledge multi vendor firewall cisco asa checkpoint upto rbntgbqlmkk80 juniper netscreen fortinet fwsm familiarity latest hardware network security technology excellent analytical problem solve skill skilled analyze monitoring network security solution use variety monitoring solution zenoss solarwinds cisco prime work experience multi client data center environmentsckekjofvwq knowledge work experience firewall io upgrade project configuration f5 load balancer ssl certificate update rulequnsobcudt f5 upgrade configuration cisco router series 1800 1900 2500 2600 2800 3600 nexus 5k 7k configuration cisco switch series 2960 3750 catalyst 4500 3600 work knowledge bluecoat proxy knowledge itil processrynoolxhuveducation detail september 2006 august 2011 bachelor engineering electronics pune maharashtra asajhwmuxooiiqmadshiynsiszogerzlfsbrbegnceaem college engineering university pune july 2004 february 2006 higher secondary certificate science pune maharashtra sinhgad college university pune june 2003 march 2004 secondary school certificate ssc science pune maharashtra e boy high school maharashtra pune network security engineer network security engineer caput skill detail network security exprience 72 month checkpoint exprience 72 month cisco exprience 72 month cisco asa exprience 72 month cisco rout switch exprience 60 month loadbalncing f5 exprience 60 month security exprience less 1 year month cisco exprience less 1 year month vpn exprience le 1 year month lan exprience less 1 year month network exprience le 1 year monthscompany detail company capita description work client share network security infra plan implement troubleshoot customer request monitor datacenter infra 24 7 work call engineer weekend provide office support company capgemini india pvt ltd description part uk india noc work client dedicate infra undergo client infra handover session streamline client boarding process act mentor junior attend weekly caab call represent critical change company sungard availability service description plan troubleshoot implement client network request project work internet bw upgrade downgrade decommission dr test planning implementation set l3vpn customer company sungard software solution description maintain client documentation work datacenter remediation project dns record management sungard availability service
